site,sample,trmt,breadth
tool,41-50-16,before,0.0458141
tool,41-50-16,before,0.0723842
tool,41-50-16,before,0.123007
tool,41-50-16,before,0.0929475
tool,41-50-16,before,0.0511569
tool,41-50-16,before,0.120496
tool,41-50-16,before,0.0271003
tool,41-50-16,before,0.0811339
tool,41-50-16,before,0.0971148
tool,41-50-16,before,0.0243591
tool,41-50-16,before,0.0353277
tool,41-50-16,before,0.042882
tool,41-50-16,before,0.0333899
tool,41-50-16,before,0.0552614
tool,41-50-16,before,0.0249107
tool,41-50-16,before,0.076372
tool,41-50-16,before,0.0734969
tool,41-50-16,before,0.157073
tool,41-50-16,before,0.0290481
tool,41-50-16,before,0.0394219
tool,41-50-16,before,0.0291398
tool,41-50-16,before,0.0587193
tool,41-50-16,before,0.0412127
tool,41-50-16,before,0.0242375
tool,41-50-16,before,0.118364
tool,41-50-16,before,0.033095
tool,41-50-16,before,0.0355668
tool,41-50-16,before,0.0645719
tool,41-50-16,before,0.031415
tool,41-50-16,before,0.0460814
tool,41-50-16,before,0.0319077
tool,41-50-16,before,0.0701783
tool,41-50-16,before,0.0254671
tool,41-50-16,before,0.0464028
tool,41-50-16,before,0.0258433
tool,41-50-16,before,0.0600941
tool,41-50-16,before,0.0345984
tool,41-50-16,before,0.131554
tool,41-50-16,before,0.0362767
tool,41-50-16,before,0.029326
tool,41-50-16,before,0.125289
tool,41-50-16,before,0.068173
tool,41-50-16,before,0.0392426
tool,41-50-16,before,0.032063
tool,41-50-16,before,0.0290481
tool,41-50-16,before,0.0555552
tool,41-50-16,before,0.0374301
tool,41-50-16,before,0.0352881
tool,41-50-16,before,0.0323523
tool,41-50-16,before,0.0817849
tool,41-50-16,before,0.136127
tool,41-50-16,before,0.0787326
tool,41-50-16,before,0.0240272
tool,41-50-16,before,0.0425451
tool,41-50-16,before,0.0639482
tool,41-50-16,before,0.112332
tool,41-50-16,before,0.0694163
tool,41-50-16,before,0.0671536
tool,41-50-16,before,0.0283781
tool,41-50-16,before,0.0523109
tool,41-50-16,before,0.0348506
tool,41-50-16,before,0.0353709
tool,41-50-16,before,0.024007
tool,41-50-16,before,0.0629125
tool,41-50-16,before,0.12255
tool,41-50-16,before,0.0359234
tool,41-50-16,before,0.165273
tool,41-50-16,before,0.0845229
tool,41-50-16,before,0.0262216
tool,41-50-16,before,0.048965
tool,41-50-16,before,0.0320585
tool,41-50-16,before,0.0947405
tool,41-50-16,before,0.124776
tool,41-50-16,before,0.0333417
tool,41-50-16,before,0.0785101
tool,41-50-16,before,0.060551
tool,41-50-16,before,0.129712
tool,41-50-16,before,0.0693455
tool,41-50-16,before,0.119449
tool,41-50-16,before,0.0487706
tool,41-50-16,before,0.0426919
tool,41-50-16,before,0.0625603
tool,41-50-16,before,0.042788
tool,41-50-16,before,0.114616
tool,41-50-16,before,0.0245802
tool,41-50-16,before,0.0843082
tool,41-50-16,before,0.124436
tool,41-50-16,before,0.040022
tool,41-50-16,before,0.027789
tool,41-50-16,before,0.044019
tool,41-50-16,before,0.178594
tool,41-50-16,before,0.0757234
tool,41-50-16,before,0.115545
tool,41-50-16,before,0.0355832
tool,41-50-16,before,0.088492
tool,41-50-16,before,0.0930485
tool,41-50-16,before,0.505807
tool,41-50-16,before,0.287449
tool,41-50-16,before,0.0546148
tool,41-50-16,before,0.0983314
tool,41-50-16,before,0.0274594
tool,41-50-16,before,0.0528608
tool,41-50-16,before,0.0756431
tool,41-50-16,before,0.0402765
tool,41-50-16,before,0.0239525
tool,41-50-16,before,0.0425894
tool,41-50-16,before,0.0250515
tool,41-50-16,before,0.0327273
tool,41-50-16,before,0.209401
tool,41-50-16,before,0.0666916
tool,41-50-16,before,0.109815
tool,41-50-16,before,0.0309579
tool,41-50-16,before,0.310956
tool,41-50-16,before,0.0471187
tool,41-50-16,before,0.0286752
tool,41-50-16,before,0.107856
tool,41-50-16,before,0.0252072
tool,41-50-16,before,0.0498982
tool,41-50-16,before,0.0611793
tool,41-50-16,before,0.0293828
tool,41-50-16,before,0.127242
tool,41-50-16,before,0.355433
tool,41-50-16,before,0.0347468
tool,41-50-16,before,0.103241
tool,41-50-16,before,0.0752719
tool,41-50-16,before,0.111931
tool,41-50-16,before,0.0435239
tool,41-50-16,before,0.0795419
tool,41-50-16,before,0.0558258
tool,41-50-16,before,0.0865391
tool,41-50-16,before,0.0439617
tool,41-50-16,before,0.0495116
tool,41-50-16,before,0.0426857
tool,41-50-16,before,0.100518
tool,41-50-16,before,0.0242161
tool,41-50-16,before,0.156172
tool,41-50-16,before,0.0576051
tool,41-50-16,before,0.0502895
tool,41-50-16,before,0.0938126
tool,41-50-16,before,0.0291181
tool,41-50-16,before,0.0375107
tool,41-50-16,before,0.0347982
tool,41-50-16,before,0.0467017
tool,41-50-16,before,0.0515224
tool,41-50-16,before,0.0634162
tool,41-50-16,before,0.0331757
tool,41-50-16,before,0.0276645
tool,41-50-16,before,0.0496529
tool,41-50-16,before,0.0242157
tool,41-50-16,before,0.075944
tool,41-50-16,before,0.0874325
tool,41-50-16,before,0.0373378
tool,41-50-16,before,0.0639464
tool,41-50-16,before,0.0257369
tool,41-50-16,before,0.0322911
tool,41-50-16,before,0.0837429
tool,41-50-16,before,0.0640029
tool,41-50-16,before,0.0355963
tool,41-50-16,before,0.0444327
tool,41-50-16,before,0.0285951
tool,41-50-16,before,0.112712
tool,41-50-16,before,0.205204
tool,41-50-16,before,0.0628703
tool,41-50-16,before,0.141064
tool,41-50-16,before,0.024913
tool,41-50-16,before,0.0289373
tool,41-50-16,before,0.0399411
tool,41-50-16,before,0.0921946
tool,41-50-16,before,0.0519393
tool,41-50-16,before,0.0243905
tool,41-50-16,before,0.0331688
tool,41-50-16,before,0.0719126
tool,41-50-16,before,0.0424143
tool,41-50-16,before,0.0411651
tool,41-50-16,before,0.0325081
tool,41-50-16,before,0.0555833
tool,41-50-16,before,0.0408517
tool,41-50-16,before,0.0309798
tool,41-50-16,before,0.0361442
tool,41-50-16,before,0.0909599
tool,41-50-16,before,0.056385
tool,41-50-16,before,0.0396438
tool,41-50-16,before,0.0247068
tool,41-50-16,before,0.102662
tool,41-50-16,before,0.0553767
tool,41-50-16,before,0.0262634
tool,41-50-16,before,0.0798226
tool,41-50-16,before,0.109737
tool,41-50-16,before,0.142463
tool,41-50-16,before,0.197693
tool,41-50-16,before,0.0524696
tool,41-50-16,before,0.0371548
tool,41-50-16,before,0.0409632
tool,41-50-16,before,0.0333846
tool,41-50-16,before,0.024007
tool,41-50-16,before,0.0564793
tool,41-50-16,before,0.068957
tool,41-50-16,before,0.475486
tool,41-50-16,before,0.0224543
tool,41-50-16,before,0.037142
tool,41-50-16,before,0.0934648
tool,41-50-16,before,0.024092
tool,41-50-16,before,0.0411227
tool,41-50-16,before,0.0349429
tool,41-50-16,before,0.0475212
tool,41-50-16,before,0.0290999
tool,41-50-16,before,0.043897
tool,41-50-16,before,0.0309579
tool,41-50-16,before,0.12552
tool,41-50-16,before,0.0290344
tool,41-50-16,before,0.102203
tool,41-50-16,before,0.162411
tool,41-50-16,before,0.0283043
tool,41-50-16,before,0.0243176
tool,41-50-16,before,0.0298897
tool,41-50-16,before,0.039576
tool,41-50-16,before,0.0405447
tool,41-50-16,before,0.0700993
tool,41-50-16,before,0.0455323
tool,41-50-16,before,0.0297265
tool,41-50-16,before,0.0924901
tool,41-50-16,before,0.0281925
tool,41-50-16,before,0.0406402
tool,41-50-16,before,0.0795307
tool,41-50-16,before,0.0411569
tool,41-50-16,before,0.0475029
tool,41-50-16,before,0.0438086
tool,41-50-16,before,0.0270345
tool,41-50-16,before,0.0348486
tool,41-50-16,before,0.0456734
tool,41-50-16,before,0.114296
tool,41-50-16,before,0.0388754
tool,41-50-16,before,0.0837042
tool,41-50-16,before,0.0807188
tool,41-50-16,before,0.123686
tool,41-50-16,before,0.0762203
tool,41-50-16,before,0.0682904
tool,41-50-16,before,0.0781361
tool,41-50-16,before,0.02398
tool,41-50-16,before,0.0331817
tool,41-50-16,before,0.030095
tool,41-50-16,before,0.0599956
tool,41-50-16,before,0.0700722
tool,41-50-16,before,0.0260136
tool,41-50-16,before,0.0515511
tool,41-50-16,before,0.024913
tool,41-50-16,before,0.0847156
tool,41-50-16,before,1.72046
tool,41-50-16,before,0.0342078
tool,41-50-16,before,0.0331062
tool,41-50-16,before,0.0246852
tool,41-50-16,before,0.0383454
tool,41-50-16,before,0.0433042
tool,41-50-16,before,0.146641
tool,41-50-16,before,0.0411649
tool,41-50-16,before,0.097511
tool,41-50-16,before,0.0955954
tool,41-50-16,before,0.0483874
tool,41-50-16,before,0.0666788
tool,41-50-16,before,0.0393574
tool,41-50-16,before,0.0634877
tool,41-50-16,before,0.0333929
tool,41-50-16,before,0.111899
tool,41-50-16,before,0.0639011
tool,41-50-16,before,0.0413227
tool,41-50-16,before,0.0487831
tool,41-50-16,before,0.0682718
tool,41-50-16,before,0.081253
tool,41-50-16,before,0.0330378
tool,41-50-16,before,0.0956515
tool,41-50-16,before,0.0337387
tool,41-50-16,before,0.0440184
tool,41-50-16,before,0.0324845
tool,41-50-16,before,0.0566447
tool,41-50-16,before,0.0291223
tool,41-50-16,before,0.0297313
tool,41-50-16,before,0.174296
tool,41-50-16,before,0.0772583
tool,41-50-16,before,0.0597768
tool,41-50-16,before,0.0509891
tool,41-50-16,before,0.307942
tool,41-50-16,before,0.0574407
tool,41-50-16,before,0.0471061
tool,41-50-16,before,0.0873699
tool,41-50-16,before,0.019699
tool,41-50-16,before,0.0583383
tool,41-50-16,before,0.0333915
tool,41-50-16,before,0.0332405
tool,41-50-16,before,0.0533281
tool,41-50-16,before,0.0333929
tool,41-50-16,before,0.0579587
tool,41-50-16,before,0.0570751
tool,41-50-16,before,0.107983
tool,41-50-16,before,0.051755
tool,41-50-16,before,0.0355846
tool,41-50-16,before,0.0938619
tool,41-50-16,before,0.0572661
tool,41-50-16,before,0.0727376
tool,41-50-16,before,0.032275
tool,41-50-16,before,0.0626333
tool,41-50-16,before,0.0443472
tool,41-50-16,before,0.175512
tool,41-50-16,before,0.0874566
tool,41-50-16,before,0.0273792
tool,41-50-16,before,0.287911
tool,41-50-16,before,0.0642124
tool,41-50-16,before,0.0681984
tool,41-50-16,before,0.0627131
tool,41-50-16,before,0.244812
tool,41-50-16,before,0.0404752
tool,41-50-16,before,0.0541393
tool,41-50-16,before,0.0260136
tool,41-50-16,before,0.109767
tool,41-50-16,before,0.0830195
tool,41-50-16,before,0.0905772
tool,41-50-16,before,0.024913
tool,41-50-16,before,0.0333863
tool,41-50-16,before,0.208681
tool,41-50-16,before,0.0973974
tool,41-50-16,before,0.0243176
tool,41-50-16,before,0.0395066
tool,41-50-16,before,0.0524895
tool,41-50-16,before,0.043973
tool,41-50-16,before,0.0285955
tool,41-50-16,before,0.0332213
tool,41-50-16,before,0.0614803
tool,41-50-16,before,0.176014
tool,41-50-16,before,0.0395054
tool,41-50-16,before,0.0945769
tool,41-50-16,before,0.210801
tool,41-50-16,before,0.230375
tool,41-50-16,before,0.0274765
tool,41-50-16,before,0.0983251
tool,41-50-16,before,0.0383538
tool,41-50-16,before,0.0447931
tool,41-50-16,before,0.0239525
tool,41-50-16,before,0.0531369
tool,41-50-16,before,0.0310891
tool,41-50-16,before,0.0546263
tool,41-50-16,before,0.031266
tool,41-50-16,before,0.0555001
tool,41-50-16,before,0.0472406
tool,41-50-16,before,0.0769584
tool,41-50-16,before,0.0268915
tool,41-50-16,before,0.160221
tool,41-50-16,before,0.0436353
tool,41-50-16,before,0.0385306
tool,41-50-16,before,0.224639
tool,41-50-16,before,0.0333451
tool,41-50-16,before,0.0410895
tool,41-50-16,before,0.0884765
tool,41-50-16,before,0.0401673
tool,41-50-16,before,0.0923807
tool,41-50-16,before,0.0371323
tool,41-50-16,before,0.224271
tool,41-50-16,before,0.033563
tool,41-50-16,before,0.041836
tool,41-50-16,before,0.0500274
tool,41-50-16,before,0.228784
tool,41-50-16,before,0.0455802
tool,41-50-16,before,0.0766158
tool,41-50-16,before,0.0522853
tool,41-50-16,before,0.0658915
tool,41-50-16,before,0.0346562
tool,41-50-16,before,0.0704046
tool,41-50-16,before,0.0283917
tool,41-50-16,before,0.0271936
tool,41-50-16,before,0.041538
tool,41-50-16,before,0.0246416
tool,41-50-16,before,0.0234343
tool,41-50-16,before,0.0625956
tool,41-50-16,before,0.0324781
tool,41-50-16,before,0.105708
tool,41-50-16,before,0.0275357
tool,41-50-16,before,0.0889087
tool,41-50-16,before,0.0650295
tool,41-50-16,before,0.0357001
tool,41-50-16,before,0.115024
tool,41-50-16,before,0.0376862
tool,41-50-16,before,0.129132
tool,41-50-16,before,0.0391892
tool,41-50-16,before,0.190658
tool,41-50-16,before,0.0771976
tool,41-50-16,before,0.0358881
tool,41-50-16,before,0.0281903
tool,41-50-16,before,0.0328298
tool,41-50-16,before,0.0458765
tool,41-50-16,before,0.200787
tool,41-50-16,before,0.0354796
tool,41-50-16,before,0.116457
tool,41-50-16,before,0.216578
tool,41-50-16,before,0.0563041
tool,41-50-16,before,0.0429802
tool,41-50-16,before,0.0978637
tool,41-50-16,before,0.0854356
tool,41-50-16,before,0.128908
tool,41-50-16,before,0.0294282
tool,41-50-16,before,0.075169
tool,41-50-16,before,0.0512577
tool,41-50-16,before,0.0408061
tool,41-50-16,before,0.0241777
tool,41-50-16,before,0.0249127
tool,41-50-16,before,0.0611825
tool,41-50-16,before,0.128283
tool,41-50-16,before,0.053898
tool,41-50-16,before,0.199585
tool,41-50-16,before,0.105398
tool,41-50-16,before,0.0278666
tool,41-50-16,before,0.0757279
tool,41-50-16,before,0.0275588
tool,41-50-16,before,0.0243905
tool,41-50-16,before,0.0439327
tool,41-50-16,before,0.163869
tool,41-50-16,before,0.0488063
tool,41-50-16,before,0.0428525
tool,41-50-16,before,0.0499637
tool,41-50-16,before,0.0467477
tool,41-50-16,before,0.0282053
tool,41-50-16,before,0.0902874
tool,41-50-16,before,0.130646
tool,41-50-16,before,0.0727734
tool,41-50-16,before,0.0656297
tool,41-50-16,before,0.15405
tool,41-50-16,before,0.0296449
tool,41-50-16,before,0.283141
tool,41-50-16,before,0.0575489
tool,41-50-16,before,0.0249114
tool,41-50-16,before,0.0825222
tool,41-50-16,before,0.0293842
tool,41-50-16,before,0.0277411
tool,41-50-16,before,0.192441
tool,41-50-16,before,0.031179
tool,41-50-16,before,0.113526
tool,41-50-16,before,0.0961026
tool,41-50-16,before,0.0299938
tool,41-50-16,before,0.0498532
tool,41-50-16,before,0.2135
tool,41-50-16,before,0.0294203
tool,41-50-16,before,0.0249127
tool,41-50-16,before,0.162127
tool,41-50-16,before,0.150424
tool,41-50-16,before,0.0244927
tool,41-50-16,before,0.0348105
tool,41-50-16,before,0.0489056
tool,41-50-16,before,0.0795385
tool,41-50-16,before,0.0242525
tool,41-50-16,before,0.0504515
tool,41-50-16,before,0.0349374
tool,41-50-16,before,0.152556
tool,41-50-16,before,0.0650061
tool,41-50-16,before,0.066906
tool,41-50-16,before,0.0410461
tool,41-50-16,before,0.0536783
tool,41-50-16,before,0.0343591
tool,41-50-16,before,0.0260488
tool,41-50-16,before,0.213033
tool,41-50-16,before,0.0467494
tool,41-50-16,before,0.0340957
tool,41-50-16,before,0.0249107
tool,41-50-16,before,0.12767
tool,41-50-16,before,0.1144
tool,41-50-16,before,0.0275927
tool,41-50-16,before,0.347262
tool,41-50-16,before,0.0332297
tool,41-50-16,before,0.0241831
tool,41-50-16,before,0.0240272
tool,41-50-16,before,0.0499505
tool,41-50-16,before,0.0525774
tool,41-50-16,before,0.116422
tool,41-50-16,before,0.0284743
tool,41-50-16,before,0.191134
tool,41-50-16,before,0.0356803
tool,41-50-16,before,0.049308
tool,41-50-16,before,0.0242516
tool,41-50-16,before,0.0852926
tool,41-50-16,before,0.0243977
tool,41-50-16,before,0.0243764
tool,41-50-16,before,0.039487
tool,41-50-16,before,0.0623116
tool,41-50-16,before,0.0239525
tool,41-50-16,before,0.0247555
tool,41-50-16,before,0.0245361
tool,41-50-16,before,0.024164
tool,41-50-16,before,0.0269531
tool,41-50-16,before,0.200859
tool,41-50-16,before,0.0412621
tool,41-50-16,before,0.0672599
tool,41-50-16,before,0.023498
tool,41-50-16,before,0.0779832
tool,41-50-16,before,0.0515965
tool,41-50-16,before,0.073304
tool,41-50-16,before,0.0473779
tool,41-50-16,before,0.0290463
tool,41-50-16,after,0.0249124
tool,41-50-16,after,0.0178291
tool,41-50-16,after,0.0249129
tool,41-50-16,after,0.0242685
tool,41-50-16,after,0.0249124
tool,41-50-16,after,0.0261679
tool,41-50-16,after,0.0259865
tool,41-50-16,after,0.0246047
tool,41-50-16,after,0.0235904
tool,41-50-16,after,0.0232246
tool,41-50-16,after,0.0262634
tool,41-50-16,after,0.0273181
tool,41-50-16,after,0.0242811
tool,41-50-16,after,0.0217921
tool,41-50-16,after,0.024913
tool,41-50-16,after,0.0247068
tool,41-50-16,after,0.03466
tool,41-50-16,after,0.0262634
tool,41-50-16,after,0.0277115
tool,41-50-16,after,0.0260563
tool,41-50-16,after,0.0278634
tool,41-50-16,after,0.0331546
tool,41-50-16,after,0.0323512
tool,41-50-16,after,0.028664
tool,41-50-16,after,0.0279762
tool,41-50-16,after,0.0264869
tool,41-50-16,after,0.0355787
tool,41-50-16,after,0.024789
tool,41-50-16,after,0.0364732
tool,41-50-16,after,0.030587
tool,41-50-16,after,0.0282844
tool,41-50-16,after,0.0366659
tool,41-50-16,after,0.0263634
tool,41-50-16,after,0.0363073
tool,41-50-16,after,0.0345542
tool,41-50-16,after,0.0348664
tool,41-50-16,after,0.0299623
tool,41-50-16,after,0.0309487
tool,41-50-16,after,0.0430885
tool,41-50-16,after,0.031926
tool,41-50-16,after,0.0383386
tool,41-50-16,after,0.0408299
tool,41-50-16,after,0.0348824
tool,41-50-16,after,0.0374497
tool,41-50-16,after,0.0473217
tool,41-50-16,after,0.0508445
tool,41-50-16,after,0.0353554
tool,41-50-16,after,0.0415571
tool,41-50-16,after,0.0328686
tool,41-50-16,after,0.052717
tool,41-50-16,after,0.0385033
tool,41-50-16,after,0.0318358
tool,41-50-16,after,0.040721
tool,41-50-16,after,0.044552
tool,41-50-16,after,0.0305504
tool,41-50-16,after,0.0408666
tool,41-50-16,after,0.0459087
tool,41-50-16,after,0.0457621
tool,41-50-16,after,0.055154
tool,41-50-16,after,0.042223
tool,41-50-16,after,0.0416859
tool,41-50-16,after,0.0509677
tool,41-50-16,after,0.0668324
tool,41-50-16,after,0.0626633
tool,41-50-16,after,0.0528208
tool,41-50-16,after,0.0544055
tool,41-50-16,after,0.0398518
tool,41-50-16,after,0.0679993
tool,41-50-16,after,0.0539214
tool,41-50-16,after,0.0463978
tool,41-50-16,after,0.060424
tool,41-50-16,after,0.0494733
tool,41-50-16,after,0.0612541
tool,41-50-16,after,0.0447257
tool,41-50-16,after,0.0629261
tool,41-50-16,after,0.0527903
tool,41-50-16,after,0.0563238
tool,41-50-16,after,0.0647509
tool,41-50-16,after,0.0575498
tool,41-50-16,after,0.0844904
tool,41-50-16,after,0.0667978
tool,41-50-16,after,0.0886926
tool,41-50-16,after,0.0596353
tool,41-50-16,after,0.0548307
tool,41-50-16,after,0.0846053
tool,41-50-16,after,0.0538811
tool,41-50-16,after,0.06293
tool,41-50-16,after,0.0759119
tool,41-50-16,after,0.104113
tool,41-50-16,after,0.0947223
tool,41-50-16,after,0.0997278
tool,41-50-16,after,0.106808
tool,41-50-16,after,0.0742197
tool,41-50-16,after,0.0614108
tool,41-50-16,after,0.100445
tool,41-50-16,after,0.113598
tool,41-50-16,after,0.139748
tool,41-50-16,after,0.0687077
tool,41-50-16,after,0.0755817
tool,41-50-16,after,0.0775898
tool,41-50-16,after,0.203749
tool,41-50-16,after,0.106787
tool,41-50-16,after,0.0947245
tool,41-50-16,after,0.131581
tool,41-50-16,after,0.161757
tool,41-50-16,after,0.0971561
tool,41-50-16,after,0.0917914
tool,41-50-16,after,0.112429
tool,41-50-16,after,0.128085
tool,41-50-16,after,0.12671
tool,41-50-16,after,0.217112
tool,41-50-16,after,0.208764
tool,41-50-16,after,0.147642
tool,41-50-16,after,0.200229
tool,41-50-16,after,0.202843
tool,41-50-16,after,0.266777
tool,41-50-16,after,0.224753
tool,41-50-16,after,0.264645
tool,41-50-16,after,0.322944
